Timestamp,Robot_ID,End_Effector_Type,Commanded_Force_N,Measured_Force_N
2026-03-12 08:00:41,ROBOT_MX_01,Parallel_Gripper,20.33467656253147,19.2345385846761
2026-03-12 08:00:42,ROBOT_MX_02,Parallel_Gripper,19.150356607059226,23.468483080463216
2026-03-12 08:00:43,ROBOT_MX_02,Parallel_Gripper,18.007619969888317,19.40266910380307
2026-03-12 08:00:44,ROBOT_MX_02,Parallel_Gripper,16.91459001480797,14.812852670682409
2026-03-12 08:00:45,ROBOT_MX_02,Suction_Cup_Array,15.879036756070656,
2026-03-12 08:00:46,ROBOT_MX_02,Suction_Cup_Array,14.908321623747128,13.261490116269751
2026-03-12 08:00:47,ROBOT_MX_01,Suction_Cup_Array,14.009345133580975,16.062222801440125
2026-03-12 08:00:48,ROBOT_MX_02,Parallel_Gripper,13.188497833341513,16.021548549257062
2026-03-12 08:00:49,ROBOT_MX_02,Parallel_Gripper,12.451614874382368,11.128182005843776
2026-03-12 08:00:50,ROBOT_MX_01,Parallel_Gripper,11.803934531342694,14.22702440275577
2026-03-12 08:00:51,ROBOT_MX_02,Suction_Cup_Array,11.25006096486151,12.516900911428156
2026-03-12 08:00:52,ROBOT_MX_01,Parallel_Gripper,10.793931492013813,12.920257828002242
2026-03-12 08:00:53,ROBOT_MX_02,Parallel_Gripper,10.438788597132747,14.822053860706038
2026-03-12 08:00:54,ROBOT_MX_01,Suction_Cup_Array,10.187156881984313,10.071841838378285
2026-03-12 08:00:55,ROBOT_MX_02,Parallel_Gripper,10.04082511914879,8.857979173998062
2026-03-12 08:00:56,ROBOT_MX_02,Suction_Cup_Array,10.000833536185851,8.532853233972252
2026-03-12 08:00:57,ROBOT_MX_01,Suction_Cup_Array,10.067466420976315,8.754264822548894
2026-03-12 08:00:58,ROBOT_MX_01,Suction_Cup_Array,10.240250100806914,10.478336511037295
2026-03-12 08:00:59,ROBOT_MX_01,Parallel_Gripper,10.51795630956414,11.634375456679091
2026-03-12 08:01:00,ROBOT_MX_01,Parallel_Gripper,10.898610919100806,11.879661597693845
2026-03-12 08:01:01,ROBOT_MX_01,Parallel_Gripper,11.379507972706733,13.516592795682383
2026-03-12 08:01:02,ROBOT_MX_01,Parallel_Gripper,11.957228920923956,12.384532893867561
2026-03-12 08:01:03,ROBOT_MX_01,Parallel_Gripper,12.627666922964876,16.08008848499524
2026-03-12 08:01:04,ROBOT_MX_01,Parallel_Gripper,13.386056040982085,13.230276691182377
2026-03-12 08:01:05,ROBOT_MX_02,Parallel_Gripper,14.227005119656816,20.339360369495015
2026-03-12 08:01:06,ROBOT_MX_02,Suction_Cup_Array,15.144536110266325,16.858437540572837
2026-03-12 08:01:07,ROBOT_MX_01,Parallel_Gripper,16.132126566796202,14.73209569832201
2026-03-12 08:01:08,ROBOT_MX_02,Suction_Cup_Array,17.182756012005957,15.33388176607762
2026-03-12 08:01:09,ROBOT_MX_02,Parallel_Gripper,18.288955843845486,19.702147915856173
2026-03-12 08:01:10,ROBOT_MX_02,Parallel_Gripper,19.442862427453232,19.373590578268946
2026-03-12 08:01:11,ROBOT_MX_02,Parallel_Gripper,20.636272995321367,22.53567403291476
2026-03-12 08:01:12,ROBOT_MX_01,Suction_Cup_Array,21.860703958250607,23.25450296985505
2026-03-12 08:01:13,ROBOT_MX_02,Suction_Cup_Array,23.1074512125804,23.35451049600097
2026-03-12 08:01:14,ROBOT_MX_01,Suction_Cup_Array,24.367652014988547,22.989385207044897
2026-03-12 08:01:15,ROBOT_MX_02,Suction_Cup_Array,25.63234798501146,22.851168813171142
2026-03-12 08:01:16,ROBOT_MX_02,Parallel_Gripper,26.892548787419592,26.354867388078848
2026-03-12 08:01:17,ROBOT_MX_02,Suction_Cup_Array,28.1392960417494,30.33773350982869
2026-03-12 08:01:18,ROBOT_MX_01,Parallel_Gripper,29.36372700467864,30.21332386735207
2026-03-12 08:01:19,ROBOT_MX_02,Parallel_Gripper,30.55713757254676,28.341086137251587
2026-03-12 08:01:20,ROBOT_MX_01,Suction_Cup_Array,31.71104415615452,32.474724100442
2026-03-12 08:01:21,ROBOT_MX_02,Suction_Cup_Array,32.81724398799404,34.0264104854246
2026-03-12 08:01:22,ROBOT_MX_01,Suction_Cup_Array,33.86787343320379,32.41177281718141
2026-03-12 08:01:23,ROBOT_MX_02,Suction_Cup_Array,34.855463889733684,35.578286612219294
2026-03-12 08:01:24,ROBOT_MX_01,Suction_Cup_Array,35.77299488034318,36.295233189079774
2026-03-12 08:01:25,ROBOT_MX_01,Suction_Cup_Array,36.61394395901792,34.61370633357361
2026-03-12 08:01:26,ROBOT_MX_02,Suction_Cup_Array,37.37233307703513,38.52368653376652
2026-03-12 08:01:27,ROBOT_MX_01,Suction_Cup_Array,38.04277107907604,39.62041858444933
2026-03-12 08:01:28,ROBOT_MX_02,Parallel_Gripper,38.62049202729327,41.29489963796135
2026-03-12 08:01:29,ROBOT_MX_02,Suction_Cup_Array,39.101389080899196,41.71437339017249
2026-03-12 08:01:30,ROBOT_MX_02,Suction_Cup_Array,39.48204369043586,36.98893801772597
2026-03-12 08:01:31,ROBOT_MX_02,Parallel_Gripper,39.75974989919308,38.190317315371324
2026-03-12 08:01:32,ROBOT_MX_02,Suction_Cup_Array,39.93253357902368,41.414107640161866
2026-03-12 08:01:33,ROBOT_MX_02,Parallel_Gripper,39.99916646381415,41.478116960729785
2026-03-12 08:01:34,ROBOT_MX_02,Parallel_Gripper,39.95917488085121,41.44077502209391
2026-03-12 08:01:35,ROBOT_MX_02,Suction_Cup_Array,39.812843118015685,48.3035792483906
2026-03-12 08:01:36,ROBOT_MX_02,Parallel_Gripper,39.56121140286726,41.16008147532291
2026-03-12 08:01:37,ROBOT_MX_02,Parallel_Gripper,39.20606850798619,41.990756352365445
2026-03-12 08:01:38,ROBOT_MX_02,Parallel_Gripper,38.74993903513849,41.153342738474215
2026-03-12 08:01:39,ROBOT_MX_01,Parallel_Gripper,38.19606546865731,39.963987096399485
2026-03-12 08:01:40,ROBOT_MX_01,Suction_Cup_Array,37.54838512561763,37.2863197118729
2026-03-12 08:01:41,ROBOT_MX_02,Parallel_Gripper,36.811502166658485,38.80533752969435
2026-03-12 08:01:42,ROBOT_MX_02,Suction_Cup_Array,35.99065486641903,34.76772191589013
2026-03-12 08:01:43,ROBOT_MX_02,Parallel_Gripper,35.09167837625287,34.99435930209886
2026-03-12 08:01:44,ROBOT_MX_02,Parallel_Gripper,34.12096324392934,33.50169979348822
2026-03-12 08:01:45,ROBOT_MX_02,Parallel_Gripper,33.08540998519204,33.657345677903315
2026-03-12 08:01:46,ROBOT_MX_02,Parallel_Gripper,31.992380030111683,37.25316302012605
2026-03-12 08:01:47,ROBOT_MX_02,Suction_Cup_Array,30.84964339294077,27.328386488498097
2026-03-12 08:01:48,ROBOT_MX_02,Suction_Cup_Array,29.665323437468544,31.506469837255022
2026-03-12 08:01:49,ROBOT_MX_01,Parallel_Gripper,28.447839130522656,25.461135801024387
2026-03-12 08:01:50,ROBOT_MX_02,Parallel_Gripper,27.205845194119807,26.614788275961995
2026-03-12 08:01:51,ROBOT_MX_01,Suction_Cup_Array,25.948170581704964,28.634966835336435
2026-03-12 08:01:52,ROBOT_MX_02,Parallel_Gripper,24.683755715832838,25.21874375593331
2026-03-12 08:01:53,ROBOT_MX_02,Parallel_Gripper,23.421588933449932,21.55832489979839
2026-03-12 08:01:54,ROBOT_MX_01,Parallel_Gripper,22.170642590567674,21.06850480112174
2026-03-12 08:01:55,ROBOT_MX_02,Suction_Cup_Array,20.939809280539095,22.766964553301914
2026-03-12 08:01:56,ROBOT_MX_01,Suction_Cup_Array,19.737838619343982,18.604068692737997
2026-03-12 08:01:57,ROBOT_MX_02,Suction_Cup_Array,18.57327504725603,19.427838085378177
2026-03-12 08:01:58,ROBOT_MX_02,Parallel_Gripper,17.454397089041176,17.950097952839187
2026-03-12 08:01:59,ROBOT_MX_01,Parallel_Gripper,16.38915850446753,15.420797774495314
2026-03-12 08:02:00,ROBOT_MX_02,Suction_Cup_Array,15.385131747470107,20.287414335053292
2026-03-12 08:02:01,ROBOT_MX_01,Suction_Cup_Array,14.44945413590144,16.180684082769265
2026-03-12 08:02:02,ROBOT_MX_02,Suction_Cup_Array,13.588777114530975,9.73597768255
2026-03-12 08:02:03,ROBOT_MX_01,Suction_Cup_Array,12.809218971967137,13.600773032982936
2026-03-12 08:02:04,ROBOT_MX_01,Parallel_Gripper,12.116321347622655,11.12656977160904
2026-03-12 08:02:05,ROBOT_MX_02,Suction_Cup_Array,11.515009837901909,13.705119840973978
2026-03-12 08:02:06,ROBOT_MX_02,Parallel_Gripper,11.009558981648969,9.745265430940297
2026-03-12 08:02:07,ROBOT_MX_01,Suction_Cup_Array,10.603561873763713,10.762615346683225
2026-03-12 08:02:08,ROBOT_MX_02,Parallel_Gripper,10.299904622993708,11.760377908852668
2026-03-12 08:02:09,ROBOT_MX_02,Suction_Cup_Array,10.100745835473573,12.318831743230827
2026-03-12 08:02:10,ROBOT_MX_02,Suction_Cup_Array,10.007501269856897,7.886878815039767
2026-03-12 08:02:11,ROBOT_MX_01,Suction_Cup_Array,10.020833773122792,9.7183811778568
2026-03-12 08:02:12,ROBOT_MX_01,Suction_Cup_Array,10.140648568600303,9.543263415162295
2026-03-12 08:02:13,ROBOT_MX_01,Parallel_Gripper,10.366093929706645,9.39410254130185
2026-03-12 08:02:14,ROBOT_MX_01,Suction_Cup_Array,10.695567234609914,14.803021139200219
2026-03-12 08:02:15,ROBOT_MX_01,Parallel_Gripper,11.126726358775452,12.37718795179346
2026-03-12 08:02:16,ROBOT_MX_01,Parallel_Gripper,11.656506324409838,9.408650020306244
2026-03-12 08:02:17,ROBOT_MX_01,Parallel_Gripper,12.281141088446741,14.608651177261772
2026-03-12 08:02:18,ROBOT_MX_01,Parallel_Gripper,12.996190314190349,17.85271832791688
2026-03-12 08:02:19,ROBOT_MX_01,Suction_Cup_Array,13.796570936305223,16.36474798346263
2026-03-12 08:02:20,ROBOT_MX_02,Parallel_Gripper,14.676593294766688,11.88591636626326
2026-03-12 08:02:21,ROBOT_MX_01,Parallel_Gripper,15.630001580906399,15.01311002788727
2026-03-12 08:02:22,ROBOT_MX_02,Parallel_Gripper,16.650018308034902,19.71053172132681
2026-03-12 08:02:23,ROBOT_MX_02,Suction_Cup_Array,17.729392490512947,16.643286612713506
2026-03-12 08:02:24,ROBOT_MX_02,Suction_Cup_Array,18.860451188781482,20.192471987888563
2026-03-12 08:02:25,ROBOT_MX_01,Suction_Cup_Array,20.03515405393233,22.061885566133938
2026-03-12 08:02:26,ROBOT_MX_01,Suction_Cup_Array,21.245150484079197,19.698596493765223
2026-03-12 08:02:27,ROBOT_MX_01,Parallel_Gripper,22.481838986221888,22.756835738492107
2026-03-12 08:02:28,ROBOT_MX_01,Parallel_Gripper,23.736428321618167,17.329766907473115
2026-03-12 08:02:29,ROBOT_MX_02,Suction_Cup_Array,24.999999999999993,23.248785953197984
2026-03-12 08:00:05,ROBOT_MX_02,Suction_Cup_Array,31.139548811218518,33.11860817986074
2026-03-12 08:00:12,ROBOT_MX_01,Suction_Cup_Array,37.718858911553255,36.03873262877881
2026-03-12 08:00:22,ROBOT_MX_02,Parallel_Gripper,39.39643812623629,38.151606212330194
